time,ShortWave,LongWave,AirTemp,RelHum,Wind,Rain
2015-06-06 21:00:00,0,290.1400146,13.01000366,60.26695779,6.801470279,0
2015-06-06 22:00:00,0,320.0400085,12.35003052,59.95405869,7.516415596,0
2015-06-06 23:00:00,0,320.0599976,11.17998657,62.5164294,7.092876662,0
2015-06-07 00:00:00,0,320.0799866,10.01003418,65.14911774,6.767362748,0
2015-06-07 01:00:00,0,282.6400452,8.85,67.80497247,6.550312801,0
2015-06-07 02:00:00,0,282.6600037,7.950006104,69.07937685,5.854998013,0
2015-06-07 03:00:00,0,282.6700439,7.059991455,70.23411325,5.197663048,0
2015-06-07 04:00:00,0,251.4799957,6.170007324,71.28536502,4.585302532,0
2015-06-07 05:00:00,0,251.4799957,6.089990234,69.26776193,5.155356622,0
2015-06-07 06:00:00,47.14799881,251.4900055,6.010003662,67.23048926,5.755388872,0
2015-06-07 07:00:00,237.2400055,228.3899994,5.920007324,65.21520883,6.371036185,0
2015-06-07 08:00:00,406.7839966,228.3800049,7.06005249,58.18104426,6.86429884,0
2015-06-07 09:00:00,598.3189697,228.3699951,8.200006104,51.88159158,7.422560003,0
2015-06-07 10:00:00,747.9060059,245.9600067,9.330010986,46.26358834,8.026667999,0
2015-06-07 11:00:00,855.40802,245.9499969,10.26000366,45.21635752,8.295842204,0
2015-06-07 12:00:00,928.9019775,245.9400024,11.17998657,44.1745704,8.606160611,0
2015-06-07 13:00:00,887.8410034,261.3900146,12.11000977,43.08837391,8.944003194,0
2015-06-07 14:00:00,794.992981,261.3900146,12.17998657,43.38311725,8.8061853,0
2015-06-07 15:00:00,685.1370239,261.3900146,12.2499939,43.67651366,8.675696341,0
2015-06-07 16:00:00,470.5979919,295.3399963,12.32000122,43.96751343,8.545513308,0
2015-06-07 17:00:00,315.2999878,295.3500061,11.14998779,48.52657799,7.639640118,0
2015-06-07 18:00:00,154.2380066,295.3699951,9.980004883,53.57766963,6.726306547,0
2015-06-07 19:00:00,0,250.2799988,8.809991455,59.17168765,5.834835132,0
2015-06-07 20:00:00,0,250.3000031,7.490014648,58.45672524,5.717779192,0
2015-06-07 21:00:00,0,250.3200073,6.170007324,57.13247174,5.597079415,0
2015-06-07 22:00:00,0,233.2400055,4.85,55.07084072,5.500909063,0
2015-06-07 23:00:00,0,233.2400055,4.520013428,57.16139584,5.713081436,0
2015-06-08 00:00:00,0,233.2400055,4.189996338,59.31930156,5.947478351,0
2015-06-08 01:00:00,0,223.6999969,3.870050049,61.50905036,6.216188693,0
2015-06-08 02:00:00,0,223.7100067,3.050012207,64.7519958,5.502117819,0
2015-06-08 03:00:00,0,223.7200012,2.230004883,68.19147584,4.839690159,0
2015-06-08 04:00:00,0,216.8500061,1.420037842,71.78689093,4.24923529,0
2015-06-08 05:00:00,0,216.8399963,2.550012207,68.95118148,3.863948804,0
2015-06-08 06:00:00,51.44400024,216.8300018,3.679986572,66.15791826,3.497041646,0
2015-06-08 07:00:00,242.3280029,224.3899994,4.820031738,63.39374401,3.168090867,0
2015-06-08 08:00:00,412.7520142,224.3800049,6.339990234,56.85134089,3.572897963,0
2015-06-08 09:00:00,605.5209961,224.3600006,7.870050049,51.00580141,3.988984909,0
2015-06-08 10:00:00,749.6779785,250.4600067,9.390008545,45.85404428,4.41316214,0
2015-06-08 11:00:00,856.7880249,250.4400024,10.73000488,44.66573236,4.741571527,0
2015-06-08 12:00:00,930.03302,250.4199982,12.07000122,43.38288404,5.093181625,0
2015-06-08 13:00:00,905.6829834,269.3099976,13.40999756,42.035181,5.474303417,0
2015-06-08 14:00:00,811.0529785,269.2999878,14.1,42.02309029,5.4732987,0
2015-06-08 15:00:00,699.2410278,269.2900391,14.79000244,41.93794013,5.487996194,0
2015-06-08 16:00:00,547.4520264,270.6499939,15.47002563,41.81744179,5.52268047,0
2015-06-08 17:00:00,367.6239929,270.6700134,13.67003784,46.72461367,4.874515444,0
2015-06-08 18:00:00,181.2369995,270.7000122,11.86000977,52.32294239,4.232682238,0
2015-06-08 19:00:00,0,249.1000061,10.05001221,58.69603541,3.606272312,0
2015-06-08 20:00:00,0,249.1100006,9.649987793,53.97721883,3.170898834,0
2015-06-08 21:00:00,0,249.1199951,9.249993896,48.95198423,2.825915804,0
2015-06-08 22:00:00,0,252.75,8.85,43.61684917,2.620934833,0
2015-06-08 23:00:00,0,252.75,8.260003662,45.60908757,2.324177382,0
2015-06-09 00:00:00,0,252.7599945,7.680047607,47.67066758,2.441823038,0.0000192
2015-06-09 01:00:00,0,259.6700134,7.089990234,49.86791688,2.911099505,0.0000096
2015-06-09 02:00:00,0,259.6700134,7.110009766,50.03117158,2.390146553,0
2015-06-09 03:00:00,0,259.6700134,7.140008545,50.16762249,2.219999919,0.0000096
2015-06-09 04:00:00,0,313.9100037,7.170007324,50.30332279,2.462722,0.0002688
2015-06-09 05:00:00,0,313.8900146,7.529992676,56.84648674,1.929378113,0.0017664
2015-06-09 06:00:00,25.43600082,313.8800049,7.879998779,63.0844553,1.774964779,0.0088704
2015-06-09 07:00:00,67.35199738,349.269989,8.240014648,68.94240854,2.102379583,0.034713601
2015-06-09 08:00:00,113.9840012,349.2600098,8.719995117,70.48349003,1.002447006,0.0142656
2015-06-09 09:00:00,166.8079987,349.2399902,9.200006104,71.8531767,1.337534992,0.0014016
2015-06-09 10:00:00,149.220993,346.3900146,9.679986572,73.07457939,2.600999753,0.0003456
2015-06-09 11:00:00,170.4199982,346.3999939,8.899987793,79.99090376,2.356692513,0.0086208
2015-06-09 12:00:00,184.9170074,346.4100037,8.119989014,87.47281447,2.13234624,0.0090912
